"country","region","region_orig","regionhash","speciescode","speciesname","assessment_speciescode","assessment_speciesname","tax_group","presence","annex_II_priority","annex_II","annex_IV","annex_V","comments_annex_II","comments_annex_IV","comments_annex_V"
"DK","CON","CON","4a4eee78297021fd350721e4a6aaa60d",1341,"Muscardinus avellanarius",1341,"Muscardinus avellanarius","Mammals","1","N","N","Y-HTL","N","","",""
"FR","ATL","ATL","4a5b722c902070cb1131b797ff993850",5009,"Pipistrellus pygmaeus",5009,"Pipistrellus pygmaeus","Mammals","1","N","N","Y-HTL","N","","",""
"BG","CON","CON","4a70c79fab912ed12770b6ca4f4fb9df",4080,"Centaurea immanuelis-loewii",4080,"Centaurea immanuelis-loewii","Vascular plants","1","N","Y","Y","N","","",""
"FR","ATL","ATL","4a7574c41a0dac9118aca08a5d79cea2",1832,"Caldesia parnassifolia",1832,"Caldesia parnassifolia","Vascular plants","1","N","Y","Y","N","","",""
"PL","ALP","ALP","4a8791244852170815ad75ae7cd20bdc",1163,"Cottus gobio",1163,"Cottus gobio","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"FR","ALP","ALP","4aaae7f7c549abdf51ddb9bca08a1309",1508,"Alyssum pyrenaicum",1508,"Alyssum pyrenaicum","Vascular plants","1","N","Y","Y","N","","",""
"UK","ATL","ATL","4ab539c03f22a0e825db7646ea98adb7",1202,"Bufo calamita",1202,"Bufo calamita","Amphibians","1","N","N","Y","N","","",""
"BG","MBLS","MBLS","4acca3d3dce410cca1cbc865d7fcd8e5",1351,"Phocoena phocoena",1351,"Phocoena phocoena","Mammals","1","N","Y","Y","N","","",""
"DE","ALP","ALP","4ad479048274fc532a29c85ebc7dccda",1337,"Castor fiber",1337,"Castor fiber","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian, Lithuanian, Finnish and Swedish populations","Annex IV : except the Estonian, Latvian, Lithuanian, Polish, Finnish and Swedish, populations","Annex V : Finnish, Swedish, Latvian, Lithuanian, Estonian and Polish populations"
"DE","CON","CON","4addbae06280cab247cfc3d21a8284e8",1202,"Bufo calamita",1202,"Bufo calamita","Amphibians","1","N","N","Y","N","","",""
"DE","CON","CON","4ae440c609ba548a41e9788e4cafda25",1396,"Notothylas orbicularis",1396,"Notothylas orbicularis","Non-vascular plants","1","N","Y","N","N","","",""
"RO","CON","CON","4ae6714c9ca3950f055ead8759666e5a",1138,"Barbus meridionalis",1138,"Barbus meridionalis","Fish","1","N","Y","N","Y","","",""
"SI","CON","CON","4af8102903c069d8addccca403e972c7",1130,"Aspius aspius",1130,"Aspius aspius","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"RO","ALP","ALP","4afdc56e0b05fb42cb6b74ccb758c5b7",1014,"Vertigo angustior",1014,"Vertigo angustior","Molluscs","1","N","Y","N","N","","",""
"IT","MED","MED","4b0f0ba448062b60df0ed9933ea02049",1465,"Silene velutina",1465,"Silene velutina","Vascular plants","1","Y","Y","Y","N","","",""
"DK","CON","CON","4b25a1390d206a5e777fd1f2c1d9537c",1032,"Unio crassus",1032,"Unio crassus","Molluscs","1","N","Y","Y","N","","",""
"IT","MED","MED","4b33955caf65c6a06946668718caf898",1428,"Marsilea quadrifolia",1428,"Marsilea quadrifolia","Vascular plants","1","N","Y","Y","N","","",""
"DE","CON","CON","4b3c01ae82bdcbdd607151b95777b15b",6091,"Zamenis longissimus",1281,"Elaphe longissima","Reptiles","1","N","N","Y-CTC","N","","",""
"ES","ATL","ATL","4b3cc2c13bbab59579f0d162a3c96bee",1802,"Aster pyrenaeus",1802,"Aster pyrenaeus","Vascular plants","1","Y","Y","Y","N","","",""
"SK","PAN","PAN","4b42cfdea243b25188f8b9b1caddae94",1303,"Rhinolophus hipposideros",1303,"Rhinolophus hipposideros","Mammals","1","N","Y","Y","N","","",""
"SK","PAN","PAN","4b51ce4e043ffb5edf50feb860f1fb60",1061,"Maculinea nausithous",1061,"Maculinea nausithous","Arthropods","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","4bcd55f38880a7bdf78c8ac110a692f6",1032,"Unio crassus",1032,"Unio crassus","Molluscs","1","N","Y","Y","N","","",""
"LT","BOR","BOR","4be9158ad33579b06f911128cbf9d794",2494,"Coregonus lavaretus",2494,"Coregonus lavaretus","Fish","1","N","N","N","Y-HTL","","",""
"SK","PAN","PAN","4c0c0a7fb7bec82bab66fb96acbe5995",1076,"Proserpinus proserpina",1076,"Proserpinus proserpina","Arthropods","1","N","N","Y","N","","",""
"ES","ALP","ALP","4c3e7b6212b2ce2feb400ddc5815168f",1451,"Petrocoptis pseudoviscosa",1451,"Petrocoptis pseudoviscosa","Vascular plants","1","N","Y","Y","N","","",""
"HU","PAN","PAN","4c6137c150bc04fd8372331d79a309d8",4040,"Phyllometra culminaria",4040,"Phyllometra culminaria","Arthropods","1","N","Y","Y","N","","",""
"RO","CON","CON","4c919b2a821e9c1a758cd573f21e06c1",1998,"Romanichthys valsanicola",1998,"Romanichthys valsanicola","Fish","1","Y","Y","Y","N","","",""
"FR","ATL","ATL","4cc52e45576ba1b828c26e21d3e7cef7",5235,"Sphagnum riparium",1409,"Sphagnum spp.","Non-vascular plants","OP","N","N","N","Y-HTL","","",""
"PL","CON","CON","4cd8610408631a7d6b0594ca8af30581",1331,"Nyctalus leisleri",1331,"Nyctalus leisleri","Mammals","1","N","N","Y-HTL","N","","",""
"LT","BOR","BOR","4cf8d11a4c0c10c75e5bd0da3da893be",1386,"Buxbaumia viridis",1386,"Buxbaumia viridis","Non-vascular plants","1","N","Y","N","N","","",""
"SI","CON","CON","4d2ede8652c781ecc91fe9eca28736fc",1074,"Eriogaster catax",1074,"Eriogaster catax","Arthropods","1","N","Y","Y","N","","",""
"SK","PAN","PAN","4d40ecc1629e3fb4b0a8db7b662d896b",2016,"Pipistrellus kuhlii",2016,"Pipistrellus kuhlii","Mammals","OCC","N","N","Y-HTL","N","","",""
"DE","ATL","ATL","4d6645d0e987df36b09dc429d399fb90",1096,"Lampetra planeri",1096,"Lampetra planeri","Fish","1","N","Y","N","N","Annex II : except the Estonian, Finnish, and Swedish populations","",""
"CZ","CON","CON","4d9b751a0dbd2e6281bacbb920e3877d",1149,"Cobitis taenia",1149,"Cobitis taenia","Fish","1","N","Y","N","N","Annex II : except the Finnish populations","",""
"BG","CON","CON","4db5939630678434358d6ae9f70398fc",1060,"Lycaena dispar",1060,"Lycaena dispar","Arthropods","1","N","Y","Y","N","","",""
"DK","CON","CON","4db62fef2c5704c9869eed05af19a8ff",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"LU","CON","CON","4db8bfad7cf1fbddf2911f1e1263200a",1381,"Dicranum viride",1381,"Dicranum viride","Non-vascular plants","1","N","Y","N","N","","",""
"RO","MBLS","MBLS","4dbd40c67e7efdff3555a5d5a194e9b2",1350,"Delphinus delphis",1350,"Delphinus delphis","Mammals","1","N","N","Y-HTL","N","","",""
"FR","ATL","ATL","4dbfb0a2f2650286a7ed1654f2f53a89",2016,"Pipistrellus kuhlii",2016,"Pipistrellus kuhlii","Mammals","1","N","N","Y-HTL","N","","",""
"IE","ATL","ATL","4dcf76b5a7ac14b8244cfc1117dcdf96",1309,"Pipistrellus pipistrellus",1309,"Pipistrellus pipistrellus","Mammals","1","N","N","Y-HTL","N","","",""
"BE","CON","CON","4dd8fbec630c300dec7cba9ac8ede55a",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"IT","CON","CON","4dddf704b264d856e4748f76095eccdf",1074,"Eriogaster catax",1074,"Eriogaster catax","Arthropods","1","N","Y","Y","N","","",""
"AT","CON","CON","4de4b1fc630172e54fe94345c3c5e1b0",1304,"Rhinolophus ferrumequinum",1304,"Rhinolophus ferrumequinum","Mammals","1","N","Y","Y","N","","",""
"ES","MMED","MMED","4de5cf8c1acc27dee283f238d0e26125",1227,"Chelonia mydas",1227,"Chelonia mydas","Reptiles","1","Y","Y","Y","N","","",""
"DK","CON","CON","4dfe80fb2778cf066eb03a2a230f2879",1210,"Rana esculenta",1210,"Rana esculenta","Amphibians","1","N","N","N","Y","","",""
"BG","ALP","ALP","4e057a1d7ca896ae320fbcfb8eb2203d",1358,"Mustela putorius",1358,"Mustela putorius","Mammals","1","N","N","N","Y","","",""
"PL","CON","CON","4e1c2597a6154ba92b460a5a4412256d",1337,"Castor fiber",1337,"Castor fiber","Mammals","1","N","Y","N","Y","Annex II : except the Estonian, Latvian, Lithuanian, Finnish and Swedish populations","Annex IV : except the Estonian, Latvian, Lithuanian, Polish, Finnish and Swedish, populations","Annex V : Finnish, Swedish, Latvian, Lithuanian, Estonian and Polish populations"
"ES","MED","MED","4e26e0d73aaf8088d45a998673c5351f",1594,"Helianthemum alypoides",1594,"Helianthemum alypoides","Vascular plants","1","N","Y","Y","N","","",""
"RO","PAN","PAN","4e3a7facb24338d768ee9fe399bf7fb1",1130,"Aspius aspius",1130,"Aspius aspius","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"DE","CON","CON","4e4f8d9c5c4b7f4c3c8c49639fb3891a",1034,"Hirudo medicinalis",1034,"Hirudo medicinalis","Other invertebrates","1","N","N","N","Y","","",""
"IT","MED","MED","4e60b793df2355c17d9e86901fc88799",1220,"Emys orbicularis",1220,"Emys orbicularis","Reptiles","1","N","Y","Y","N","","",""
"PL","ALP","ALP","4e7f35dfa40f5f7b12bb32dec7a0836c",2511,"Gobio kessleri",2511,"Gobio kessleri","Fish","PEX","N","Y","N","N","","",""
"PL","CON","CON","4e91e73486c528b966d0541bb297d3d1",1076,"Proserpinus proserpina",1076,"Proserpinus proserpina","Arthropods","1","N","N","Y","N","","",""
"CZ","CON","CON","4ea35627d0f644fe9b1589664fc28941",1134,"Rhodeus sericeus amarus",1134,"Rhodeus sericeus amarus","Fish","1","N","Y","N","N","","",""
"LV","BOR","BOR","133eef48d3d09ff0a3dee22141593c03",1056,"Parnassius mnemosyne",1056,"Parnassius mnemosyne","Arthropods","1","N","N","Y","N","","",""
"BG","CON","CON","136df1ec5eb9ac4c2354307a3978642c",1739,"Ramonda serbica",1739,"Ramonda serbica","Vascular plants","1","N","N","Y","N","","",""
"ES","MAC","MAC","137ce65b884cba9618c7ae24c9e0f72e",1255,"Gallotia galloti insulanagae",1255,"Gallotia galloti insulanagae","Reptiles","1","N","Y","Y","N","","",""
"RO","STE","STE","140bc603b04c4190947a4ce67b1c4f35",1307,"Myotis blythii",1307,"Myotis blythii","Mammals","1","N","Y","Y","N","","",""
"ES","ATL","ATL","1447b115a4b9a1e8d7c3a9012e057f60",1174,"Triturus marmoratus",1174,"Triturus marmoratus","Amphibians","1","N","N","Y","N","","",""
"ES","MED","MED","14589f7620a58e9858b07e2499edebc4",1036,"Macromia splendens",1036,"Macromia splendens","Arthropods","1","N","Y","Y","N","","",""
"RO","ALP","ALP","1458ba2d151940cad5c0cd282319a0d3",1292,"Natrix tessellata",1292,"Natrix tessellata","Reptiles","1","N","N","Y","N","","",""
"PT","MED","MED","145ad03060ad2a6c355c73d8f6c960e2",1773,"Senecio caespitosus",1773,"Senecio caespitosus","Vascular plants","1","N","N","Y","N","","",""
"LV","BOR","BOR","14851534c86563a02c84b6acf06d4b57",1086,"Cucujus cinnaberinus",1086,"Cucujus cinnaberinus","Arthropods","1","N","Y","Y","N","","",""
"LV","BOR","BOR","1492d9d2f8f2b30392d65ab9f06e2985",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"PL","ALP","ALP","14a317bfe38f4cf600869ebd14b4a599",5085,"Barbus barbus",5085,"Barbus barbus","Fish","1","N","N","N","Y-HTL","","",""
"PL","ALP","ALP","14b0727f3e8b0e916c01f77a7921f4db",1363,"Felis silvestris",1363,"Felis silvestris","Mammals","1","N","N","Y","N","","",""
"ES","MATL","MATL","14e0591e44baa027424de202cae71901",1224,"Caretta caretta",1224,"Caretta caretta","Reptiles","1","Y","Y","Y","N","","",""
"SI","ALP","ALP","154b07c646dacfd2e786f9f3f46ebf76",1056,"Parnassius mnemosyne",1056,"Parnassius mnemosyne","Arthropods","1","N","N","Y","N","","",""
"BE","ATL","ATL","157a2dfe4efd996a6ab7d47f7920c024",1166,"Triturus cristatus",1166,"Triturus cristatus","Amphibians","1","N","Y","Y","N","","",""
"DE","ATL","ATL","15837c0105403ff8e7362ab369083a1d",1387,"Orthotrichum rogeri",1387,"Orthotrichum rogeri","Non-vascular plants","OCC","N","Y","N","N","","",""
"DK","CON","CON","159254247d63c8f5fc7a549921fe2f90",1214,"Rana arvalis",1214,"Rana arvalis","Amphibians","1","N","N","Y","N","","",""
"DK","CON","CON","15a3305b13c9adaf489a7472fcb8b970",1014,"Vertigo angustior",1014,"Vertigo angustior","Molluscs","1","N","Y","N","N","","",""
"ES","MMED","MMED","15cfb25def33c7f2f896c09289155b49",1377,"Phymatholithon calcareum",1377,"Phymatholithon calcareum","Non-vascular plants","1","N","N","N","Y","","",""
"ES","ATL","ATL","15d0138d22bd79d2663fe558137aa413",1326,"Plecotus auritus",1326,"Plecotus auritus","Mammals","1","N","N","Y-HTL","N","","",""
"FR","ALP","ALP","15d0d0bc949f25898520fb93a2e3ff1e",1329,"Plecotus austriacus",1329,"Plecotus austriacus","Mammals","1","N","N","Y-HTL","N","","",""
"SK","ALP","ALP","15fda4d52b7c0bc1eea4287ea79416c4",1160,"Zingel streber",1160,"Zingel streber","Fish","1","N","Y-HTL","N","N","","",""
"CZ","PAN","PAN","163820fb40845c970577ddb761cc5d66",5009,"Pipistrellus pygmaeus",5009,"Pipistrellus pygmaeus","Mammals","1","N","N","Y-HTL","N","","",""
"RO","CON","CON","1638624cb8d52b1403b74b35c6f84b64",1053,"Zerynthia polyxena",1053,"Zerynthia polyxena","Arthropods","1","N","N","Y","N","","",""
"AT","ALP","ALP","165837c070c32fabcf72e3633f88dbf3",1210,"Rana esculenta",1210,"Rana esculenta","Amphibians","1","N","N","N","Y","","",""
"CZ","PAN","PAN","1662861a3b79bd4b2877237d5c45c701",4013,"Carabus hungaricus",4013,"Carabus hungaricus","Arthropods","1","N","Y","Y","N","","",""
"PT","MED","MED","16650d55671c2462a71bcabc0aeee74e",1448,"Herniaria algarvica",1448,"Herniaria algarvica","Vascular plants","1","N","Y","Y","N","","",""
"NL","MATL","MATL","167568c12d4ec8e0ed306bc1940f3040",2032,"Lagenorhynchus albirostris",2032,"Lagenorhynchus albirostris","Mammals","OCC","N","N","Y-HTL","N","","",""
"DE","ATL","ATL","1694152f19e84d3c770c933e4fb3dd04",1283,"Coronella austriaca",1283,"Coronella austriaca","Reptiles","1","N","N","Y","N","","",""
"RO","STE","STE","16ec12693670bb55c2af57d8431abb2c",1326,"Plecotus auritus",1326,"Plecotus auritus","Mammals","1","N","N","Y-HTL","N","","",""
"LT","BOR","BOR","173d8cbc264d5b9b686b724af2241e5b",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"ES","MED","MED","1740bb37fc91e149497caad392808046",1589,"Viola jaubertiana",1589,"Viola jaubertiana","Vascular plants","1","N","Y","Y","N","","",""
"AT","ALP","ALP","1741fbd3b4f6ca43012b17376ca8806c",1037,"Ophiogomphus cecilia",1037,"Ophiogomphus cecilia","Arthropods","1","N","Y","Y","N","","",""
"PT","MMAC","MMAC","1744da480227a64af73447c8aeaefa5a",5020,"Balaenoptera musculus",5020,"Balaenoptera musculus","Mammals","1","N","N","Y-HTL","N","","",""
"PT","MAC","MAC","1749b543fdf463272ffccaba308b3c3c",1824,"Argyranthemum thalassophilum",1824,"Argyranthemum thalassophilum","Vascular plants","1","N","Y","Y","N","","",""
"FR","ATL","ATL","1764de1ca48ea4a2ad9c16a0e7cabc71",1331,"Nyctalus leisleri",1331,"Nyctalus leisleri","Mammals","1","N","N","Y-HTL","N","","",""
"SI","CON","CON","17afb114d90e00c9555dc8a63822c750",1186,"Proteus anguinus",1186,"Proteus anguinus","Amphibians","1","Y","Y","Y","N","","",""
"DK","MBAL","MBAL","17b1ab68bfd99682b2d15e6bbdd1d936",1365,"Phoca vitulina",1365,"Phoca vitulina","Mammals","1","N","Y","N","Y","","",""
"PL","CON","CON","17c8bbe010fba0f34f60f94f7bc00d74",1202,"Bufo calamita",1202,"Bufo calamita","Amphibians","1","N","N","Y","N","","",""
"BG","BLS","BLS","17dd04bd8ea57e9fddfb2bc34aa4e9f7",4056,"Anisus vorticulus",4056,"Anisus vorticulus","Molluscs","1","N","Y","Y","N","","",""
"UK","MMED","MMED","1853d59d77f4305f3094c59dc11c7109",1350,"Delphinus delphis",1350,"Delphinus delphis","Mammals","1","N","N","Y-HTL","N","","",""
"FR","ATL","ATL","18852bb467f3bb7382e46d6eabf505eb",1725,"Lindernia procumbens",1725,"Lindernia procumbens","Vascular plants","1","N","N","Y","N","","",""
"IT","ALP","ALP","18bbd95d41c6ef7ac14ae69ac159d924",1369,"Rupicapra rupicapra",1369,"Rupicapra rupicapra","Mammals","1","N","N","N","Y","","",""
"DE","CON","CON","18ce93a1cb2d9e54a14e33c558286f85",1087,"Rosalia alpina",1087,"Rosalia alpina","Arthropods","1","Y","Y","Y","N","","",""
"AT","ALP","ALP","18d9dbdbc247704b956b88fa20906370",1380,"Distichophyllum carinatum",1380,"Distichophyllum carinatum","Non-vascular plants","1","N","Y","N","N","","",""
"SK","PAN","PAN","18e67b81f546b9348ab7e0c6e76afea7",2203,"Onosma tornensis",2203,"Onosma tornensis","Vascular plants","1","Y","Y","Y","N","","",""
"LU","CON","CON","18ec901914754df03ba4cacf09857772",1035,"Leucorrhinia caudalis",1035,"Leucorrhinia caudalis","Arthropods","1","N","N","Y","N","","",""
"LT","BOR","BOR","18fbe890bc88a6e7d9bd0ce7f6329cb4",1146,"Sabanejewia aurata",1146,"Sabanejewia aurata","Fish","1","N","Y","N","N","","",""
"FR","CON","CON","1905a88dcf1eca7ffbd1b6aa1aa0ed85",1318,"Myotis dasycneme",1318,"Myotis dasycneme","Mammals","SR","N","Y","Y","N","","",""
"NL","ATL","ATL","193a0c0fa2a0796f39c0f7116bfb68ee",1040,"Stylurus flavipes",1040,"Stylurus flavipes","Arthropods","1","N","N","Y","N","","",""
"PT","ATL","ATL","1948315aacfeebb0c2397b83b0fc6aa6",1309,"Pipistrellus pipistrellus",1309,"Pipistrellus pipistrellus","Mammals","1","N","N","Y-HTL","N","","",""
"LV","BOR","BOR","194a503287c2f0dd690d293373882f5d",1320,"Myotis brandtii",1320,"Myotis brandtii","Mammals","1","N","N","Y-HTL","N","","",""
"AT","CON","CON","194f3c394e3a2fd6952927a2fa52458c",1329,"Plecotus austriacus",1329,"Plecotus austriacus","Mammals","1","N","N","Y-HTL","N","","",""
"PT","ATL","ATL","1957039d08027b1bd475c66ce101c0c5",1329,"Plecotus austriacus",1329,"Plecotus austriacus","Mammals","1","N","N","Y-HTL","N","","",""
"EE","BOR","BOR","197b0a8d998980da36cedb91da62f396",1988,"Tortella rigens",1988,"Tortella rigens","Non-vascular plants","1","N","Y","N","N","","",""
"AT","ALP","ALP","19e8ce67aaf5da90169f2b521a568622",1201,"Bufo viridis",1201,"Bufo viridis","Amphibians","1","N","N","Y","N","","",""
"RO","CON","CON","1a09a4fdbf536d98feb24a4f5011bcab",4056,"Anisus vorticulus",4056,"Anisus vorticulus","Molluscs","1","N","Y","Y","N","","",""
"EE","BOR","BOR","1a5338b8b5a4e928b0969c70d7f651cc",1207,"Rana lessonae",1207,"Rana lessonae","Amphibians","1","N","N","Y","N","","",""
"LT","BOR","BOR","1a556bc5e8bc49e6c0886543b5b3adbd",1145,"Misgurnus fossilis",1145,"Misgurnus fossilis","Fish","1","N","Y","N","N","","",""
"EE","BOR","BOR","1a676b0097ffb72e393a914d74b04de8",1982,"Encalypta mutica",1982,"Encalypta mutica","Non-vascular plants","1","N","Y","N","N","","",""
"LV","BOR","BOR","1ad429a67a37f2ef43d5e47c7eb85d4a",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","1","N","N","Y-HTL","N","","",""
"FR","MED","MED","1ae53a0fe286c60ebd1a074e9add0f10",1033,"Unio elongatulus",1033,"Unio elongatulus","Molluscs","1","N","N","N","Y","","",""
"BE","CON","CON","1af84ec3c2f256d42f945e772919b4c6",1318,"Myotis dasycneme",1318,"Myotis dasycneme","Mammals","1","N","Y","Y","N","","",""
"LV","BOR","BOR","1affc94ae8f5ccef4a38bf735f80f1c2",1378,"Cladonia spp. (subgenus Cladina)",1378,"Cladonia spp. (subgenus Cladina)","Non-vascular plants","1","N","N","N","Y","","",""
"ES","MAC","MAC","1b04c33f42662a517253460d5cf10bcd",1823,"Argyranthemum winteri",1823,"Argyranthemum winteri","Vascular plants","1","N","Y","Y","N","","",""
"FR","ALP","ALP","1b0c8d4b2add167c671c9bc2245681d4",5275,"Lacerta aurelioi",5275,"Lacerta aurelioi","Reptiles","LR","N","Y-CTC","Y-CTC","N","","",""
"RO","PAN","PAN","1b4bba0618cf1e6eb07e7ad382110d51",1866,"Galanthus nivalis",1866,"Galanthus nivalis","Vascular plants","1","N","N","N","Y","","",""
"FR","MED","MED","1b4f1baff81ac08b847523f2fac06d05",1202,"Bufo calamita",1202,"Bufo calamita","Amphibians","1","N","N","Y","N","","",""
"MT","MMED","MMED","1b5123b8ece83ca464cf84dd5c56a5c3",2578,"Gibbula nivosa",2578,"Gibbula nivosa","Molluscs","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","1b5b8d4bf234f6f709771cc425e43e85",4096,"Gladiolus palustris",4096,"Gladiolus palustris","Vascular plants","1","N","Y","Y","N","","",""
"RO","CON","CON","1b5d3df5ca647e766575fe9ff2612abf",2533,"Cobitis elongata",2533,"Cobitis elongata","Fish","1","N","Y","N","N","","",""
"FR","ALP","ALP","1ba3ff5e931938dcb6aa01b5ae79a64b",1033,"Unio elongatulus",1033,"Unio elongatulus","Molluscs","SR","N","N","N","Y","","",""
"PL","ALP","ALP","1bd3abeaa731f26fa56338545d403d19",1321,"Myotis emarginatus",1321,"Myotis emarginatus","Mammals","1","N","Y","Y","N","","",""
"FR","ALP","ALP","1beab96aa871f9208010aed734491c26",1298,"Vipera ursinii",1298,"Vipera ursinii","Reptiles","1","N","Y","Y","N","","",""
"FR","ALP","ALP","1c058caf1ef4ff557fae72eb7cd7e9ae",1075,"Graellsia isabellae",1075,"Graellsia isabellae","Arthropods","1","N","Y","N","Y","","",""
"CZ","CON","CON","1c0e8944a13c8cd4c11485fba5ab4983",1914,"Carabus menetriesi pacholei",1914,"Carabus menetriesi pacholei","Arthropods","1","Y","Y","N","N","","",""
"RO","STE","STE","1c30f441c8825dd69563eceefd0a77f8",1052,"Hypodryas maturna",1052,"Hypodryas maturna","Arthropods","1","N","Y","Y","N","","",""
"BE","ATL","ATL","1c35ab27f19130740a7021c1f4e381e4",1197,"Pelobates fuscus",1197,"Pelobates fuscus","Amphibians","1","N","N","Y","N","","",""
"LV","BOR","BOR","1c4e87e66f4fc31c362f889075309226",2494,"Coregonus lavaretus",2494,"Coregonus lavaretus","Fish","1","N","N","N","Y-HTL","","",""
"LV","BOR","BOR","1c50e90d701e6f1921d26af723b6e490",1758,"Ligularia sibirica",1758,"Ligularia sibirica","Vascular plants","1","N","Y","Y","N","","",""
"DE","CON","CON","1c527d07e8f04dd5595507df47369884",1065,"Euphydryas aurinia",1065,"Euphydryas aurinia","Arthropods","1","N","Y","N","N","","",""
"SI","ALP","ALP","1c586fc30da6c82e08acc4ce4548ae55",1093,"Austropotamobius torrentium",1093,"Austropotamobius torrentium","Arthropods","1","Y","Y","N","Y","","",""
"BG","ALP","ALP","1c69ab3f8e59e6444c7af08f403750ff",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"FR","ALP","ALP","1cc65a0f2ab42d14e878a5a5288326e1",5203,"Cladonia arbuscula",1378,"Cladonia spp. (subgenus Cladina)","Non-vascular plants","OP","N","N","N","Y-HTL","","",""
"BG","CON","CON","1cc6eb4468ce735b0b86b478d458229b",1295,"Vipera ammodytes",1295,"Vipera ammodytes","Reptiles","1","N","N","Y","N","","",""
"PT","ATL","ATL","1ce94c89baa1c6897aaca0aa0cf1041e",1413,"Lycopodium spp.",1413,"Lycopodium spp.","Vascular plants","1","N","N","N","Y","","",""
"LU","CON","CON","1cfd5a86316cbc091929bba45b56b16b",1067,"Lopinga achine",1067,"Lopinga achine","Arthropods","PEX","N","N","Y","N","","",""
"PT","MED","MED","1cfdabdfa4e271ab93db982419b29d22",5302,"Cobitis paludica",5302,"Cobitis paludica","Fish","1","N","Y-CTC","N","N","Annex II : except the Finnish populations","",""
"SI","CON","CON","1d0d7fe6977dca3422f65fbffa2b6418",1088,"Cerambyx cerdo",1088,"Cerambyx cerdo","Arthropods","1","N","Y","Y","N","","",""
"RO","STE","STE","1d2e1ba0fdc793b630e0ad8e034f469b",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"DE","CON","CON","1d34d0ef66f1fa04782276fa8471f4a7",1074,"Eriogaster catax",1074,"Eriogaster catax","Arthropods","1","N","Y","Y","N","","",""
